# Derived by scripture-chronology build; do not hand-edit.
# One row a maximal run of consecutive verses the corpus answers alike,
# in canonical vulgate numbering. guidance/scripture-chronology.md §13.
locus	verses	status	relations	subjects
John.14.1-31	31	dated	composition,narrated-event	composition.gospel-of-john,life-of-christ.last-supper
John.15.1-27	27	dated	composition,narrated-event	composition.gospel-of-john,life-of-christ.last-supper
John.16.1-33	33	dated	composition,narrated-event	composition.gospel-of-john,life-of-christ.last-supper
John.17.1-26	26	dated	composition,narrated-event	composition.gospel-of-john,life-of-christ.last-supper
John.18.1-40	40	inherited	composition	composition.gospel-of-john
John.19.1-17	17	inherited	composition	composition.gospel-of-john
John.19.18-37	20	dated	composition,narrated-event	composition.gospel-of-john,life-of-christ.crucifixion
John.19.38-42	5	inherited	composition	composition.gospel-of-john
John.20.1-18	18	dated	composition,narrated-event	composition.gospel-of-john,life-of-christ.resurrection
John.20.19-31	13	inherited	composition	composition.gospel-of-john
John.21.1-25	25	inherited	composition	composition.gospel-of-john
Acts.1.1-8	8	inherited	composition	composition.acts-of-the-apostles
Acts.1.9-11	3	dated	composition,narrated-event	composition.acts-of-the-apostles,life-of-christ.ascension
Acts.1.12-26	15	inherited	composition	composition.acts-of-the-apostles
Acts.2.1-4	4	dated	composition,narrated-event	composition.acts-of-the-apostles,life-of-christ.pentecost
Acts.2.5-47	43	inherited	composition	composition.acts-of-the-apostles
Acts.3.1-26	26	inherited	composition	composition.acts-of-the-apostles
Acts.4.1-37	37	inherited	composition	composition.acts-of-the-apostles
Acts.5.1-42	42	inherited	composition	composition.acts-of-the-apostles
Acts.6.1-15	15	inherited	composition	composition.acts-of-the-apostles
Acts.7.1	1	inherited	composition	composition.acts-of-the-apostles
Acts.7.2-5	4	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.patriarchs.call-of-abram
Acts.7.6	1	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.egypt.sojourn
Acts.7.7	1	inherited	composition	composition.acts-of-the-apostles
Acts.7.8	1	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.patriarchs.covenant-of-circumcision
Acts.7.9-13	5	inherited	composition	composition.acts-of-the-apostles
Acts.7.14-15	2	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.egypt.descent
Acts.7.16	1	inherited	composition	composition.acts-of-the-apostles
Acts.7.17-19	3	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.egypt.sojourn
Acts.7.20-29	10	inherited	composition	composition.acts-of-the-apostles
Acts.7.30-34	5	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.exodus.burning-bush
Acts.7.35	1	inherited	composition	composition.acts-of-the-apostles
Acts.7.36	1	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.exodus.the-exodus
Acts.7.37	1	inherited	composition	composition.acts-of-the-apostles
Acts.7.38	1	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.wilderness.arrival-at-sinai
Acts.7.39-41	3	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.wilderness.golden-calf
Acts.7.42	1	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.wilderness.forty-years-in-the-desert
Acts.7.43	1	inherited	composition	composition.acts-of-the-apostles
Acts.7.44-45	2	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.wilderness.erection-of-the-tabernacle
Acts.7.46-59	14	inherited	composition	composition.acts-of-the-apostles
Acts.8.1-40	40	inherited	composition	composition.acts-of-the-apostles
Acts.9.1-43	43	inherited	composition	composition.acts-of-the-apostles
Acts.10.1-48	48	inherited	composition	composition.acts-of-the-apostles
Acts.11.1-30	30	inherited	composition	composition.acts-of-the-apostles
Acts.12.1-25	25	inherited	composition	composition.acts-of-the-apostles
Acts.13.1-18	18	inherited	composition	composition.acts-of-the-apostles
Acts.13.19-20	2	dated	composition,retrospective-event	composition.acts-of-the-apostles,israel.judges.period
Acts.13.21-52	32	inherited	composition	composition.acts-of-the-apostles
Acts.14.1-27	27	inherited	composition	composition.acts-of-the-apostles
Acts.15.1-41	41	inherited	composition	composition.acts-of-the-apostles
Acts.16.1-40	40	inherited	composition	composition.acts-of-the-apostles
Acts.17.1-34	34	inherited	composition	composition.acts-of-the-apostles
Acts.18.1-28	28	inherited	composition	composition.acts-of-the-apostles
Acts.19.1-40	40	inherited	composition	composition.acts-of-the-apostles
Acts.20.1-38	38	inherited	composition	composition.acts-of-the-apostles
Acts.21.1-40	40	inherited	composition	composition.acts-of-the-apostles
Acts.22.1-30	30	inherited	composition	composition.acts-of-the-apostles
Acts.23.1-35	35	inherited	composition	composition.acts-of-the-apostles
Acts.24.1-27	27	inherited	composition	composition.acts-of-the-apostles
Acts.25.1-27	27	inherited	composition	composition.acts-of-the-apostles
Acts.26.1-32	32	inherited	composition	composition.acts-of-the-apostles
Acts.27.1-44	44	inherited	composition	composition.acts-of-the-apostles
Acts.28.1-31	31	inherited	composition	composition.acts-of-the-apostles
Rom.1.1-32	32	inherited	composition	composition.epistle-to-the-romans
Rom.2.1-29	29	inherited	composition	composition.epistle-to-the-romans
Rom.3.1-31	31	inherited	composition	composition.epistle-to-the-romans
Rom.4.1-25	25	inherited	composition	composition.epistle-to-the-romans
Rom.5.1-21	21	inherited	composition	composition.epistle-to-the-romans
Rom.6.1-23	23	inherited	composition	composition.epistle-to-the-romans
Rom.7.1-25	25	inherited	composition	composition.epistle-to-the-romans
Rom.8.1-39	39	inherited	composition	composition.epistle-to-the-romans
Rom.9.1-33	33	inherited	composition	composition.epistle-to-the-romans
Rom.10.1-21	21	inherited	composition	composition.epistle-to-the-romans
Rom.11.1-36	36	inherited	composition	composition.epistle-to-the-romans
Rom.12.1-21	21	inherited	composition	composition.epistle-to-the-romans
Rom.13.1-14	14	inherited	composition	composition.epistle-to-the-romans
Rom.14.1-23	23	inherited	composition	composition.epistle-to-the-romans
Rom.15.1-33	33	inherited	composition	composition.epistle-to-the-romans
Rom.16.1-27	27	inherited	composition	composition.epistle-to-the-romans
1Cor.1.1-31	31	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.2.1-16	16	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.3.1-23	23	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.4.1-21	21	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.5.1-13	13	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.6.1-20	20	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.7.1-40	40	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.8.1-13	13	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.9.1-27	27	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.10.1-33	33	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.11.1-34	34	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.12.1-31	31	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.13.1-13	13	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.14.1-40	40	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.15.1-58	58	inherited	composition	composition.first-epistle-to-the-corinthians
1Cor.16.1-24	24	inherited	composition	composition.first-epistle-to-the-corinthians
2Cor.1.1-23	23	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.2.1-17	17	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.3.1-18	18	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.4.1-18	18	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.5.1-21	21	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.6.1-18	18	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.7.1-16	16	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.8.1-24	24	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.9.1-15	15	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.10.1-18	18	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.11.1-33	33	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.12.1-21	21	inherited	composition	composition.second-epistle-to-the-corinthians
2Cor.13.1-13	13	inherited	composition	composition.second-epistle-to-the-corinthians
Gal.1.1-24	24	inherited	composition	composition.epistle-to-the-galatians
Gal.2.1-21	21	inherited	composition	composition.epistle-to-the-galatians
Gal.3.1-29	29	inherited	composition	composition.epistle-to-the-galatians
Gal.4.1-31	31	inherited	composition	composition.epistle-to-the-galatians
Gal.5.1-26	26	inherited	composition	composition.epistle-to-the-galatians
Gal.6.1-18	18	inherited	composition	composition.epistle-to-the-galatians
Eph.1.1-23	23	inherited	composition	composition.epistle-to-the-ephesians
Eph.2.1-22	22	inherited	composition	composition.epistle-to-the-ephesians
Eph.3.1-21	21	inherited	composition	composition.epistle-to-the-ephesians
Eph.4.1-32	32	inherited	composition	composition.epistle-to-the-ephesians
Eph.5.1-33	33	inherited	composition	composition.epistle-to-the-ephesians
Eph.6.1-24	24	inherited	composition	composition.epistle-to-the-ephesians
Phil.1.1-30	30	inherited	composition	composition.epistle-to-the-philippians
Phil.2.1-30	30	inherited	composition	composition.epistle-to-the-philippians
Phil.3.1-21	21	inherited	composition	composition.epistle-to-the-philippians
Phil.4.1-23	23	inherited	composition	composition.epistle-to-the-philippians
Col.1.1-29	29	inherited	composition	composition.epistle-to-the-colossians
Col.2.1-23	23	inherited	composition	composition.epistle-to-the-colossians
Col.3.1-25	25	inherited	composition	composition.epistle-to-the-colossians
Col.4.1-18	18	inherited	composition	composition.epistle-to-the-colossians
1Thess.1.1-10	10	inherited	composition	composition.first-epistle-to-the-thessalonians
1Thess.2.1-20	20	inherited	composition	composition.first-epistle-to-the-thessalonians
1Thess.3.1-13	13	inherited	composition	composition.first-epistle-to-the-thessalonians
1Thess.4.1-18	18	inherited	composition	composition.first-epistle-to-the-thessalonians
1Thess.5.1-28	28	inherited	composition	composition.first-epistle-to-the-thessalonians
2Thess.1.1-12	12	inherited	composition	composition.second-epistle-to-the-thessalonians
2Thess.2.1-17	17	inherited	composition	composition.second-epistle-to-the-thessalonians
2Thess.3.1-18	18	inherited	composition	composition.second-epistle-to-the-thessalonians
1Tim.1.1-20	20	inherited	composition	composition.first-epistle-to-timothy
1Tim.2.1-15	15	inherited	composition	composition.first-epistle-to-timothy
1Tim.3.1-16	16	inherited	composition	composition.first-epistle-to-timothy
1Tim.4.1-16	16	inherited	composition	composition.first-epistle-to-timothy
1Tim.5.1-25	25	inherited	composition	composition.first-epistle-to-timothy
1Tim.6.1-21	21	inherited	composition	composition.first-epistle-to-timothy
2Tim.1.1-18	18	inherited	composition	composition.second-epistle-to-timothy
2Tim.2.1-26	26	inherited	composition	composition.second-epistle-to-timothy
2Tim.3.1-17	17	inherited	composition	composition.second-epistle-to-timothy
2Tim.4.1-22	22	inherited	composition	composition.second-epistle-to-timothy
Tit.1.1-16	16	inherited	composition	composition.epistle-to-titus
Tit.2.1-15	15	inherited	composition	composition.epistle-to-titus
Tit.3.1-15	15	inherited	composition	composition.epistle-to-titus
Philem.1.1-25	25	inherited	composition	composition.epistle-to-philemon
Heb.1.1-14	14	inherited	composition	composition.epistle-to-the-hebrews
Heb.2.1-18	18	inherited	composition	composition.epistle-to-the-hebrews
Heb.3.1-19	19	inherited	composition	composition.epistle-to-the-hebrews
Heb.4.1-16	16	inherited	composition	composition.epistle-to-the-hebrews
Heb.5.1-14	14	inherited	composition	composition.epistle-to-the-hebrews
Heb.6.1-20	20	inherited	composition	composition.epistle-to-the-hebrews
Heb.7.1-28	28	inherited	composition	composition.epistle-to-the-hebrews
Heb.8.1-13	13	inherited	composition	composition.epistle-to-the-hebrews
Heb.9.1-28	28	inherited	composition	composition.epistle-to-the-hebrews
Heb.10.1-39	39	inherited	composition	composition.epistle-to-the-hebrews
Heb.11.1-40	40	inherited	composition	composition.epistle-to-the-hebrews
Heb.12.1-29	29	inherited	composition	composition.epistle-to-the-hebrews
Heb.13.1-25	25	inherited	composition	composition.epistle-to-the-hebrews
James.1.1-27	27	inherited	composition	composition.epistle-of-st-james
James.2.1-26	26	inherited	composition	composition.epistle-of-st-james
James.3.1-18	18	inherited	composition	composition.epistle-of-st-james
James.4.1-17	17	inherited	composition	composition.epistle-of-st-james
James.5.1-20	20	inherited	composition	composition.epistle-of-st-james
1Pet.1.1-25	25	inherited	composition	composition.first-epistle-of-st-peter
1Pet.2.1-25	25	inherited	composition	composition.first-epistle-of-st-peter
1Pet.3.1-22	22	inherited	composition	composition.first-epistle-of-st-peter
1Pet.4.1-19	19	inherited	composition	composition.first-epistle-of-st-peter
1Pet.5.1-14	14	inherited	composition	composition.first-epistle-of-st-peter
2Pet.1.1-21	21	inherited	composition	composition.second-epistle-of-st-peter
2Pet.2.1-22	22	inherited	composition	composition.second-epistle-of-st-peter
2Pet.3.1-18	18	inherited	composition	composition.second-epistle-of-st-peter
1John.1.1-10	10	inherited	composition	composition.first-epistle-of-st-john
1John.2.1-29	29	inherited	composition	composition.first-epistle-of-st-john
1John.3.1-24	24	inherited	composition	composition.first-epistle-of-st-john
1John.4.1-21	21	inherited	composition	composition.first-epistle-of-st-john
1John.5.1-21	21	inherited	composition	composition.first-epistle-of-st-john
2John.1.1-13	13	inherited	composition	composition.second-epistle-of-st-john
3John.1.1-14	14	inherited	composition	composition.third-epistle-of-st-john
Jude.1.1-25	25	inherited	composition	composition.epistle-of-st-jude
Apoc.1.1-20	20	inherited	composition	composition.apocalypse
Apoc.2.1-29	29	inherited	composition	composition.apocalypse
Apoc.3.1-22	22	inherited	composition	composition.apocalypse
Apoc.4.1-11	11	inherited	composition	composition.apocalypse
Apoc.5.1-14	14	inherited	composition	composition.apocalypse
Apoc.6.1-17	17	inherited	composition	composition.apocalypse
Apoc.7.1-17	17	inherited	composition	composition.apocalypse
Apoc.8.1-13	13	inherited	composition	composition.apocalypse
Apoc.9.1-21	21	inherited	composition	composition.apocalypse
Apoc.10.1-11	11	inherited	composition	composition.apocalypse
Apoc.11.1-19	19	inherited	composition	composition.apocalypse
Apoc.12.1-18	18	inherited	composition	composition.apocalypse
Apoc.13.1-18	18	inherited	composition	composition.apocalypse
Apoc.14.1-20	20	inherited	composition	composition.apocalypse
Apoc.15.1-8	8	inherited	composition	composition.apocalypse
Apoc.16.1-21	21	inherited	composition	composition.apocalypse
Apoc.17.1-18	18	inherited	composition	composition.apocalypse
Apoc.18.1-24	24	inherited	composition	composition.apocalypse
Apoc.19.1-21	21	inherited	composition	composition.apocalypse
Apoc.20.1-15	15	inherited	composition	composition.apocalypse
Apoc.21.1-27	27	inherited	composition	composition.apocalypse
Apoc.22.1-21	21	inherited	composition	composition.apocalypse
