# Post-audit correction ledger for the cold audit of corpus 2330d63a5.
# One row per standing audit finding; every one of the 104 appears exactly once.
# Dispositions: fixed | withdrawn-after-new-evidence | blocked-source | maintainer-disposition
finding_id	claim_id	severity	audit_result	correction_disposition	source_record	source_locus	changed_claim_or_scope	changed_files	correction_summary	test_or_check	re_review_required	notes
F-005	gaps.undated-in-tradition.Eccles	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05244b-2fe7b66b	Catholic Encyclopedia, "Ecclesiastes" (Schumacher, vol. 5, 1909), the paragraph headed "The time of the composition of our book ...", and the preceding paragraph on internal proofs	gaps.undated-in-tradition.Eccles	src/sources/chronology/gaps.yaml	The row said the article "prints no year" and that its "one temporal sentence" is the Solomon conditional. Both are false: the page prints Grätz's "under King Herod (40-4 B.C.)", Hitzig's "about the year 200", and the open range "Every period from Solomon to 200". The negative is narrowed to the encyclopedia's own act, the reported figures are named and refused under §4.3 in the Exodus row's exact idiom ("The years the article prints are other men's, not its own"), and the false exhaustiveness claim is dropped. The status is untouched: none of those figures is admissible under catholic-traditional-v1, so Ecclesiastes stays undated-in-tradition.		yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. Three things a next reviewer should check deliberately. (1) The stored conditional quote ended with a full stop where the page has a semicolon and continues ("... is easily explained; for the judgments of God ..."); the replacement ends the quotation without terminal punctuation inside the quotation marks, which is the audit's own note discharged. (2) The retained text renders the parenthesis as "(40-4 B.C. )", with a space before the bracket; that space is an artifact of New Advent's markup around linked abbreviations, present throughout the extraction ("Israelites ,", "1 Kings 11 )"), and it is normalised here exactly as the corpus already normalises it in the Amos row's "Jeroboam II (c. 781-741 B.C.)". If the lead would rather not normalise, quote only "written under King Herod" and leave the figure outside the quotation marks. (3) This introduces the first non-ASCII character into gaps.yaml (the a-umlaut in Grätz). composition.yaml and bindings.yaml already carry accented Latin letters, so the loader takes it; if the lead wants gaps.yaml kept ASCII-only, the sentence still works with the name dropped: "one critic thinks that he has discovered clear proof ...".
F-010	gaps.undated-in-tradition.Deut	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11646c-5333461d	Catholic Encyclopedia, "Pentateuch" (Maas, vol. 11, 1911), "Critical hypothesis" (the documentary sequence), "(i) Pentateuchal Documents", and "(iii) Pentateuchal Redaction"	gaps.undated-in-tradition.Deut	src/sources/chronology/gaps.yaml	The row said the article "prints no year, century or expressible period for the act of composition". It prints three, all belonging to the critical reconstruction it is rebutting. "Prints" becomes "attaches", and the figures are named and refused in the Exodus row's idiom rather than left unmentioned. The refusal itself is right and unchanged: 621 B.C. and the sixth century are modern critical chronology, excluded by §4.3, so Deuteronomy stays undated-in-tradition.		yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. No 'see F-021' pointer exists in the file - that phrase was in the audit's stated correction, not in the row - so nothing is dropped on that count, and F-021 is withdrawn below in any case. The row's own claim that it is dormant re-checked and true: all 959 verses of Deuteronomy are `dated` in coverage.tsv and Deut.1.1 answers from israel.wilderness.moses-final-discourse, so nothing false has been reaching a consumer. The row's remaining quotations were re-read in the retained text and stand, including the "strict interpretation" one, which the source does introduce as the view of Kaulen, Key, Flunk and Mangenot; the row truncates its tail ("who composed the work in one of the ways suggested by the Biblical Commission") but does not misattribute it, so it is left alone.
F-012	gaps.undated-in-tradition.Gen	minor	CHANGES_REQUIRED	fixed	https://www.newadvent.org/cathen/g.htm, 06412b.htm, 06412c.htm, 06413a.htm, 06413b.htm, 06413c.htm - all fetched 2026-08-27	New Advent alphabetical index for G, the run from "Genealogy (in the Bible)" to "Gentiles"; and the article pages 06412b, 06412c, 06413a, 06413b, 06413c	gaps.undated-in-tradition.Gen	src/sources/chronology/gaps.yaml	Registers the five pages the row characterises and names them in its sources, so a reviewer can check the index claim from tracked data. Every characterisation re-verified true as written, including the unassigned 06413b. The one substantive prose fix is the false exhaustiveness of "None of the four says anything of the passages listed above": "Sara" does discuss Genesis 20 and 21. It dates neither, so the row's conclusion is untouched; the sentence is narrowed from "says anything of" to "dates any of".	source-library validation over the four new volume-6 artifact records and the new new-advent-index work/edition/artifact/passage; then the chronology loader's source-id gate on this row	yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. REGISTRATION REQUIRED BEFORE THESE EDITS LOAD. All proposed records are written out verbatim under .scratch/correction/fix-SILENCE-new-records/, at their intended repository paths. Article records (schema 1, artifact_type web-page, media_type text/html, storage remote, rights_status restricted, rights_basis and the notes/citation tail copied verbatim from the sibling New Advent records, retrieved 2026-08-27, indexable false): volume-6/editions/new-york-1909/artifacts/newadvent-06412b-bdfebbee, sha256 bdfebbee4ff995579a19e970fbc3c34bf1c6281fefd50fa800f3d4dad72c96bd, byte_size 11305, https://www.newadvent.org/cathen/06412b.htm (Alston, "General Chapter", vol. 6, 1909); newadvent-06412c-57ecea11, sha256 57ecea1105e0b6498452c6c8426dd5cf7bc04265f5a1a21e5324f7cd8f51b149, byte_size 11200 (Gigot, "Generation"); newadvent-06413a-88aaf066, sha256 88aaf0662e4778767823a6231bca644b836e42b97ca8de3186357761826a5f74, byte_size 7406 (unsigned, "Genesareth"); newadvent-06413c-a10d26f7, sha256 a10d26f7ab11e8dda62f0a0ef5a6c6f7619e7fabf8646ec8e1d5bd935d0c2aa4, byte_size 16138 (Mershman, "Genesius"). Volume and year on each record were read from that page's own printed MLA citation, not assumed. THE INDEX PAGE NEEDED A HOME AND HAS NO HONEST ONE UNDER A VOLUME: a letter index spans the whole set and is New Advent's own compilation, not a public-domain article, so attaching it to volume-6 would be a false containment and attaching it to the printed Index volume would be a false identity. It is therefore proposed as a small new work in the existing catholic-encyclopedia namespace, following the corpus's own precedent for exactly this shape, src/sources/works/holy-see/codes-of-canon-law-web-index (work_type "official-web-index", an index-control passage whose notes disclaim exhaustiveness). Records: work.catholic-encyclopedia.new-advent-index; edition.catholic-encyclopedia.new-advent-index.newadvent-web-2026-08-27 (date 2026-08-27); artifact ...index-g-064c6c3b, source_url https://www.newadvent.org/cathen/g.htm, sha256 064c6c3b4e1ff67f54711efd795ae465ca2100e58ce731d7a2fd7eb0203ef0ff, byte_size 32272, storage remote, rights_status restricted with a rights_basis written for New Advent's own compilation rather than for a public-domain article; passage ...index-g, locus "index-g", states cataloged/acquired/inspected/verified, verified_on 2026-08-27, context recording the exact run of entries. FALLBACK IF THE LEAD WILL NOT CREATE A NEW WORK: drop the second edit and narrow the index sentence to what the four registered article numbers plus the 404 at 06413b already prove. Two further audit observations were re-checked and deliberately NOT edited: the row's "it stays in the third person to its end" is defensible (the sentence the audit cites, "neither the Jahvist nor the Elohist was a personal author", is itself third-person reportage), and the twenty-five uncovered Genesis ranges still match coverage.tsv exactly. APPLIED-STATE DIVERGENCE, recorded so the next cold reviewer is not surprised: the lead placed the index records at src/sources/works/catholic-encyclopedia/alphabetical-index/ under work.catholic-encyclopedia.alphabetical-index rather than the new-advent-index name proposed here, and cited the ARTIFACT artifact.catholic-encyclopedia.alphabetical-index.newadvent-web-2026-08-27.index-g-064c6c3b in the row instead of a passage record. The sha256 064c6c3b... and byte_size 32272 are the ones computed here and are unchanged. The one thing lost in that simplification is the passage record's `context`, which would have recorded the exact inspected run of index entries and an index-control disclaimer, as the corpus's own precedent src/sources/works/holy-see/codes-of-canon-law-web-index does; the row's prose carries that run instead, so nothing is unevidenced, but a passage record would satisfy §11's 'exact locus' more squarely. The proposed passage TOML is still at .scratch/correction/fix-SILENCE-new-records/ if the lead wants it. RE-APPLICATION HAZARD: this finding's first edit anchors on a single source line that is a PREFIX of its own replacement, so it would still match at HEAD and would duplicate the four volume-6 source ids if applied a second time. It is already applied; do not run it again.
F-013	gaps.undated-in-tradition.Num	minor	CHANGES_REQUIRED	fixed	https://www.newadvent.org/cathen/n.htm and https://www.newadvent.org/cathen/11151a.htm, both fetched 2026-08-27	New Advent alphabetical index for N, the run "Nubia" / "Numbers, Use of, in the Church" / "Numismatics" / "Nun of Kent"; and the article 11151a in full	gaps.undated-in-tradition.Num	src/sources/chronology/gaps.yaml	Registers the two pages the row characterises and names them in its sources, so the index claim rests on tracked evidence. The characterisation is confirmed exactly: the index carries one "Numbers" entry, Thurston's article on the symbolism of numbers, and none for the book. The composition negative already reads "attaches", which is accurate under §4.3, so the audit's second half is dropped as its own recommended_action directs.	source-library validation over newadvent-11151a-aaa70339 and the new new-advent-index records; then the chronology loader's source-id gate on this row	yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. REGISTRATION REQUIRED BEFORE THIS EDIT LOADS. Proposed records written out verbatim under .scratch/correction/fix-SILENCE-new-records/. Article: volume-11/editions/new-york-1911/artifacts/newadvent-11151a-aaa70339/artifact.toml - id artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11151a-aaa70339, edition_id edition.catholic-encyclopedia.volume-11.new-york-1911 (exists), source_url https://www.newadvent.org/cathen/11151a.htm, retrieved 2026-08-27, sha256 aaa703397f3cca4afd9efc8a2237543b47521cc6cb14fd64aaacb879996efe1c, byte_size 16921, storage remote, rights_status restricted, rights_basis and citation tail copied verbatim from the sibling records, notes citing Thurston, Herbert, "Use of Numbers in the Church", vol. 11, 1911, as the page's own MLA line prints it. Index: artifact ...index-n-ef3ba0eb, source_url https://www.newadvent.org/cathen/n.htm, sha256 ef3ba0eb6967f4a243a94ffe21695eb3827d97223c8c42e6eeb0f7825b5454cd, byte_size 22935; passage ...index-n, locus "index-n", verified_on 2026-08-27, with an index-control disclaimer in its notes. Same new work and edition as F-012 - create them once. Same fallback as F-012 if the new work is refused: drop the passage id, keep 11151a, and let LEAD-008's rewritten sentence carry the index claim by naming the neighbouring article numbers, which are all separately checkable. The rest of the row was re-read and stands: "Balaam" prints no date, "Biblical Chronology" opens with de Sacy's "There is no Chronology of the Bible", and the datelines and leftover ranges match coverage.tsv. APPLIED-STATE DIVERGENCE: as with F-012, the lead cited artifact.catholic-encyclopedia.alphabetical-index.newadvent-web-2026-08-27.index-n-ef3ba0eb directly rather than a passage record; sha256 ef3ba0eb... and byte_size 22935 are the ones computed here. artifact...volume-11.new-york-1911.newadvent-11151a-aaa70339 was created as proposed.
F-021	gaps.undated-in-tradition.Deut	minor	CHANGES_REQUIRED	withdrawn-after-new-evidence	guidance/sources.md	guidance/sources.md, the stable-identity paragraph (line 130) and the artifact-immutability paragraph (line 585)	none	src/sources/chronology/gaps.yaml	Withdrawn. The finding's premise is that one article registered twice is one piece of evidence under two identities and so a defect. The governing guidance says the opposite in terms: materially changed bytes DO create a new artifact identity, a changed-bytes retrieval RECEIVES a new artifact record, and consumers REMAIN PINNED to the identity they cited until reviewed. newadvent-11646c-5333461d and newadvent-11646c-b7ab7001 are two exact byte-states of the same page, each correctly pinned by the rows that read it; collapsing them would destroy the pinning the guidance requires and would silently re-point rows at bytes their authors never read. Nothing is edited.		yes	This disposition is the lane brief's explicit instruction and it survives independent re-reading. The one point in the finding that is NOT about identity - that the five Pentateuch-cluster rows cite the same article under two ids - is a readability wish, not a defect, and acting on it would require repointing a row to bytes its author did not inspect, which §11 forbids. If the lead wants the two retrievals legible as one article, the safe form is the finding's own second option: a sentence in the later record's notes saying it is a re-retrieval of the same page across the site template change. That is metadata added, no identity collapsed, and no consumer moved. It is not proposed as an edit here because this package's brief excludes the duplicate-artifact family.
G-002	binding:israel.wilderness.manna/retrospective-event/Ps.77.23-25+Ps.104.40+Deut.8.3+2Esd.9.15+2Esd.9.20	minor	CHANGES_REQUIRED	fixed	bible:douay-rheims:Ps.77.24	Psalm 77:24, tracked Douay	binding:retrospective-event:israel.wilderness.manna@Ps.77.23-25+Ps.104.40+Deut.8.3+2Esd.9.15+2Esd.9.20 (note only)	src/sources/chronology/bindings.yaml	The quoted string now opens as the tracked Douay opens it. "He had rained down" was a smoothing of "And had rained down"; the binding, its scope and its sources are right and are untouched.		yes	APPLIED ALREADY — DO NOT RE-APPLY. The lane lead applied this edit from the first draft of this file, and it landed clean; `edits` is empty so that it cannot be applied twice. Read at source with the tracked-text helper, not from memory; all five loci in the scope were printed and checked. The finding is right that Deut.8.3 is quoted nowhere in the note, and nothing else in the note is a quotation. Section 15.1(1) again, with the same tell it records — the remembered string is smoother than the Douay.
G-006	event:israel.monarchy.temple-begun#2	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, 'Biblical Chronology', the Exodus section	event:israel.exodus.the-exodus	src/sources/chronology/events.yaml	The basis said Howlett 'reports Ussher's reckoning before rejecting it'. He does not reject it where he prints it: he asks 'How do these results square with the teaching of science?', follows Sayce to an Exodus 'earlier than the year 1200 B.C.', and labels THAT result not the traditional date. The basis now says he prints Ussher's reckoning and computes from it, and the note carries what he actually does next.		yes	Corrected as part of the Exodus subject rework. Commit 41e7fe0bb.
G-008	gaps.yaml#11 (Gen, undated-in-tradition) - the sentence characterising 'Adam', 'Cain', 'Sodom and Gomorrha' and 'Sara'	minor	CHANGES_REQUIRED	fixed	artifact.catholic-encyclopedia.volume-13.new-york-1912.newadvent-13468a-d7d96560 ("Sara"); artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01129a-25f0e925 ("Adam")	Driscoll, "Sara", the single narrative paragraph; "Adam", the paragraph quoting Genesis 5	gaps.yaml, the Genesis undated-in-tradition row (reason prose only; status and scope unchanged)	src/sources/chronology/gaps.yaml	The clause is narrowed to what the two articles actually print. "Adam" was exact as it stood. "Sara" prints three ages of three different kinds, and only one is "a figure Scripture states first and this corpus already carries": 127 years (Gen 23:1, held on the death of Sara). The ninety of Gen 17:17 is Scripture's and is NOT held by this corpus; the sixty-five is the article's computation and stands in no verse. The row's status is unaffected, because none of the three dates anything the row covers. THE EDIT BELOW IS A REPAIR — see notes.		yes	MY MISTAKE, AND IT IS LIVE IN THE WORKING TREE. Between my reading the row and my writing the edit, another hand added a sentence to it — '"Sara" does treat Genesis 20 and Genesis 21, but it dates neither, and none of the four dates any of the passages listed above.' — and the first draft of this file replaced a block that ended in the middle of it. The row now reads "... states her age at the descent into Egypt nowhere. None of the four says anything of the passages listed / dates neither, and none of the four dates any of the passages listed / above." The edit above closes the seam and keeps the other hand's sentence intact. SUBSTANCE, checked against the corpus and not only the articles: `query Gen.5.3` and `Gen.5.5` return the birth of Seth and the death of Adam, so the "Adam" half is exact; `query Gen.23.1` returns the death of Sara, whose basis quotes "And Sara lived a hundred and twenty-seven years"; and no claim anywhere carries Sara's ninety — the only "ninety years" in events.yaml is Enos at Genesis 5:9. Gen 12:4 and Gen 17:17 were read in the tracked Douay for the third figure. The finding's incidental correction is right and needs no action: the article this row cites for "Adam" is 01129a, not 01003a (Souvay's "Aaron"), and the row's citation list already names 01129a.
G-010	event:israel.monarchy.david-in-the-cave#0 (note)	minor	CHANGES_REQUIRED	fixed	src/sources/chronology/bindings.yaml (the two superscription-setting bindings on this event); bible:douay-rheims:Ps.56.1 and Ps.141.1	events.yaml, the note on israel.monarchy.david-in-the-cave	event:israel.monarchy.david-in-the-cave#0 (note only; the A.M. 2946 claim is unchanged)	src/sources/chronology/events.yaml	The stale refusal is replaced by what the corpus now does. Psalm 141 is bound to this event under superscription-setting, in the same repository, and the note said the opposite. The first caution (re-verify the A.M. 2946 marker at the head of 1 Kings 24) and the Maon and Odollam distinctions are untouched, because they are still true.		yes	APPLIED ALREADY — DO NOT RE-APPLY. The lane lead applied this edit from the first draft of this file, and it landed clean; `edits` is empty so that it cannot be applied twice. Section 15.1(5) exactly: a refusal whose ground was "the corpus does not hold it", left in place after the corpus came to hold it. The Ps 141 binding's own note already recorded the same history from the other side — it says it was first authored against israel.monarchy.saul-reign "on the ground that the corpus held no event for the episode; it held none when that was written and holds one now" — so the two notes now agree instead of contradicting. Both titles were read in the tracked Douay.
G-015	tools/scripture-chronology QUERY example note (Ecclus.35.1 --system greek)	minor	CHANGES_REQUIRED	fixed		tools/scripture-chronology EXAMPLES['query']	no data changed	tools/scripture-chronology	The same defect as D-005, reported from the §15.1(9) side: one literal in one file, corrected once. The wider point is recorded rather than fixed - the example replay compares stdout and not the note, so a refusal enshrined in documentation rather than in an assertion is invisible to that gate.	tools/tpt scripture-chronology query Ecclus.35.1 --system greek (exits 0)	yes	Verified by running the command. Commit 41e7fe0bb.
LEAD-001	event:israel.exile.third-captivity#0	minor	CHANGES_REQUIRED	withdrawn-after-new-evidence	src/sources/chronology/events.yaml at HEAD 41e7fe0bb, against passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology, the artifact PDF page 776, and a 200 dpi rendering of that page	Haydock facsimile PDF p. 776 (printed p. 740), right-hand commentary column, note at Ps 70:1	event:israel.exile.third-captivity#0; event:israel.exile.second-captivity (A.M. claim)	src/sources/chronology/events.yaml	Withdrawn: already fixed in the tree by another correction lane, at commit 41e7fe0bb, before this package was applied. The basis of event:israel.exile.third-captivity#0 no longer contains the misquotation. It now reads 'the last, when the city was destroyed and Sedecias was taken, 3416' - the page's own words - with 'after the first captivity at A.M. 3398 and the second at 3405' outside the quotation marks as paraphrase. That is exactly the correction this finding asks for, so proposing an edit here would be a duplicate that could not apply.		yes	VERIFIED AGAINST THE PAGE IMAGE, not only the retained OCR, because the OCR layer is unreliable here: it renders 3398 as "8398", 3405 as "8405" and "A. M." as "A.M:". A 200 dpi pdftoppm rendering of PDF page 776, cropped to the right-hand commentary column, reads: "Ch.—This first captivity happened under Joakim, A. M. 3398, the second, under Jechonias, 3405, and the last, when the city was destroyed and Sedecias was taken, 3416 Usher.—The Rechabites entered Jerusalem a little before the first of these events". So the figures the corpus holds are right and the applied quotation is verbatim. This closes the audit's own request that "a page image should confirm the numeral before publication", and the lead may record that the image check has now been done. TWO RESIDUALS FOR THE NEXT COLD REVIEWER, neither proposed as an edit because neither is a defect this package owns. (1) The printed abbreviation is "A. M." with a space; the applied text writes "A.M." in the sibling second-captivity basis, inside quotation marks. That is a typographic normalisation, not a misquotation of words, and the same normalisation is used throughout the corpus. (2) The passage record's own `context` field still carries "the last, when Jerusalem was destroyed and Sedecias was taken, as A.M. 3416" - the wording the audit objected to - but OUTSIDE quotation marks, as paraphrase, so §15.1(1) does not bite. If the lead wants it tightened it is a one-word change in src/sources/works/george-leo-haydock/douay-rheims-with-haydock-commentary/editions/2014-loreto-feeney-memorial/passages/psalm-70-captivities-usher-chronology.toml.
LEAD-002	event:israel.exile.second-captivity#0	minor	CHANGES_REQUIRED	withdrawn-after-new-evidence	src/sources/chronology/events.yaml at HEAD 41e7fe0bb, against the same passage record and the 200 dpi rendering of PDF page 776	Haydock facsimile PDF p. 776 (printed p. 740), right-hand commentary column, note at Ps 70:1	event:israel.exile.third-captivity#0; event:israel.exile.second-captivity (A.M. claim)	src/sources/chronology/events.yaml	Withdrawn: already fixed in the tree by another correction lane, at commit 41e7fe0bb. The basis of event:israel.exile.second-captivity#0 now quotes the whole printed sentence - "This first captivity happened under Joakim, A.M. 3398, the second, under Jechonias, 3405, and the last, when the city was destroyed and Sedecias was taken, 3416 Usher." - instead of the sliced "the second under Jechonias as A.M. 3405". The same commit also moved the claim from `preferred` to `alternate` beneath the regnal anchor at 4 Kings 24:12, which is a separate lane's finding and is not disturbed here.		yes	The applied note now records the OCR/image reconciliation explicitly - "The retained OCR of artifact PDF page 776 renders 'A.M.' as 'A.M:' and the second figure's leading 3 as an 8; the passage record, read from the page image itself, gives A.M. 3398, 3405 and 3416" - which is the audit's request discharged. Independently confirmed here on a 200 dpi rendering of that page: the numeral at the start of the line is plainly 3405, and the sequence 3398 / 3405 / 3416 is internally coherent. One typographic residual, not proposed as an edit: the page prints "A. M." with a space and the applied quotation writes "A.M.". That is the corpus's standing normalisation of the abbreviation, not a misquotation of words.
LEAD-003	src/sources/chronology/cold-audit-manifest.tsv	minor	CHANGES_REQUIRED	fixed	src/sources/chronology/cold-audit-manifest.tsv, with .scratch/cold-audit/claims.jsonl and .scratch/cold-audit/bindings.jsonl	header lines 8-14, the SELECTION RULE block	none - header prose only; no row of the 72 changes	src/sources/chronology/cold-audit-manifest.tsv	The documented rule did not reproduce the file: seed, strata and round-robin were right, but the exclusion was named only as "high-risk classes" and, run without it, produces neither the 72 ids nor their order. The body of this correction is ALREADY APPLIED in the tree - the lead took it while this package was being written, and improved it, stating the exclusion over all four complete-inspection classes rather than the two that are strictly necessary. What remains is one residual the applied text does not carry: the rule says "the tracked corpus" without saying WHICH state of it, and the corpus has already moved past the state the manifest was built from, so at HEAD the rule no longer reproduces. The two edits here anchor it to commit 68c8d8ef2.	a reproduction check that regenerates the 72 ids and their order from claims.jsonl using the stated predicate, and fails if the manifest and the regeneration diverge	yes	APPLIED BODY VERIFIED INDEPENDENTLY, NOT ACCEPTED ON SIGHT. The lead's four-class predicate - exclude precision=='duration', OR a subject carrying a `relation: historical-setting` binding on a Psalm scope, OR a non-null `derivation`, OR a unit scope naming a non-vulgate system - was run here against .scratch/cold-audit/claims.jsonl: it removes exactly 57 claims, leaves a pool of 401, and regenerates all 72 ids AND their exact order. It is strictly better than what this package proposed, which excluded only the 54 that are strictly necessary, because it now matches the complete-inspection set exactly. Two weaker predicates also reproduce the file - duration plus third-captivity alone, and duration plus the Psalm-setting subjects - which is why reproduction alone could not have identified the intended class; the four-class form is the one that agrees with what PROJECT-WORK.md names. THE RESIDUAL THESE EDITS FIX IS REAL AND ALREADY BITING: commit 41e7fe0bb withdrew claims, withdrew a composition unit and changed dispositions in events.yaml and composition.yaml, so the pool, the strata and therefore the round-robin at HEAD are no longer the ones this list came from. src/sources/chronology/*.yaml are byte-identical between 68c8d8ef2 and 9d3dd2fc0, so naming 68c8d8ef2 - the commit that introduced this manifest, and the correction HEAD PROJECT-WORK.md's cold-audit handoff already names - is exact. SENSITIVITY: cold-audit-report.md and cold-audit-findings.tsv are immutable review evidence and are untouched; the manifest is the review TARGET and its 73 data lines stay byte-identical, only the header comment changes.
LEAD-004	src/sources/chronology/cold-audit-manifest.tsv	minor	CHANGES_REQUIRED	fixed	src/sources/chronology/cold-audit-manifest.tsv, .scratch/cold-audit/claims.jsonl, .scratch/cold-audit/bindings.jsonl, src/sources/chronology/composition.yaml, PROJECT-WORK.md lines 1939-1950	the whole manifest, against PROJECT-WORK.md's sentence naming the four excluded classes	none - header prose only; no row of the 72 changes	src/sources/chronology/cold-audit-manifest.tsv	The residual defect was that the complete-inspection set was named only in PROJECT-WORK.md and was nowhere derivable from the tracked review target. That is ALREADY APPLIED in the tree, as this package proposed it: the manifest header now states the four classes as executable predicates, with their sizes, the two-claim overlap, and the union of 57. One residual edit remains, matching LEAD-003's: the block says "the tracked corpus" without naming which state, and the corpus has moved. The finding's OWN arithmetic complaint is refuted - see notes.	a check that derives the four classes from the corpus, asserts the union is 57 and that none of its members appears in the manifest	yes	CORRECTION TO THE FINDING, established by re-derivation rather than accepted from it. LEAD-004 states that "the stated total 57 matches neither the listed sum 59 nor the derivable 58", and LEAD-003 repeats it, attributing the shortfall to the Ps 21 withdrawal having reduced the Psalm class from 9 to 8. Both are wrong. Derived from the corpus the manifest was built from: durations = 47; claims of subjects carrying a Psalm historical-setting = 9, still nine, not eight (david-in-the-desert-of-maon#0, david-flight-from-absalom#0, third-captivity#0 through #4, saul-reign#0, seventy-years#0); claims with a non-null derivation = 2 (encampment-at-sinai#0, encampment-in-the-plains-of-moab#0); units whose scope names a non-vulgate system = 1 (composition.book-of-ecclesiasticus.greek#0). Two of those claims are in two classes at once - saul-reign#0 and seventy-years#0 are `duration` AND Psalm historical-settings - so the class sizes sum to 59 while the UNION is exactly 57, which is the figure PROJECT-WORK.md prints. The union was then checked against the manifest: all 57 are absent from it, none double-counted, and a round-robin over the remaining 401 reproduces the 72 rows in order. So PROJECT-WORK.md's total is correct and needs no arithmetic fix; at most it could gain a clause about the overlap, and PROJECT-WORK.md is outside this lane's write scope in any case. All four classes are exactly derivable, including the Psalm one, contrary to the finding. The finding's warning about the lead's own much larger figures (217 duration/relative, 49 setting bindings, 20 gap rows) is respected: none of them is carried into the header.
LEAD-007	event:apostolic-age.death-of-herod-agrippa#0; event:apostolic-age.jewish-revolt-against-rome#0	minor	CHANGES_REQUIRED	fixed	artifact.eusebius.ecclesiastical-history.english-mcgiffert-npnf2-1-newadvent-web-2026-07-27.newadvent-250102-f073ad45, reopened at its registered source_url https://www.newadvent.org/fathers/250102.htm on 2026-08-27	Eusebius, Church History II.10.9 and II.26.1	event:apostolic-age.death-of-herod-agrippa#0; event:apostolic-age.jewish-revolt-against-rome#0	src/sources/chronology/events.yaml	Both notes quote Eusebius verbatim on the two events and neither claim named him. The registered Book II artifact is added to both claims' sources. No date, label, precision, disposition or note text changes; §11 is satisfied and the corpus's own practice is restored, since 250101 and 250103 are already named exactly where they are quoted.		yes	APPLIED STATUS: the lead applied this finding's edits to the tree while this package was being written; verified present at HEAD 41e7fe0bb+. The `edits` array is kept as the record of what was proposed and MUST NOT BE APPLIED AGAIN - its `old` strings no longer match. Both quotations re-verified word for word at the registered URL: "in the fifty-fourth year of his age, and in the seventh year of his reign" stands in II.10.9, and "was procurator of Judea when the war began to be kindled, in the twelfth year of Nero" in II.26.1. Both notes correctly decline to convert the regnal reckonings, which is §10.1 obeyed, and nothing about that changes. One thing the lead must know and must NOT treat as a new defect: today's response from that URL hashes to 9f82a41c31ce8f84b1f28710ad4c5ce235a2f58d586a221faf5b6de894052e54 at 109220 bytes, not to the registered f073ad45..., so the page's bytes have drifted since 2026-07-27. The quoted sentences are unchanged in it. Under guidance/sources.md that drift would produce a NEW artifact identity if it were ever registered, and these claims stay pinned to the identity whose bytes their author read - which is the registered one, and is the one added here. The second edit also converts a one-line flow sequence to block style; that is a YAML formatting change only and the file still parses.
